CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-17-9131-45,01-110,CIUDAD CAPITAL,ZONA 17,CENTRO EDUCATIVO DE INFORMATICA SINAI,CALLE PRINCIPAL MANZANA 33 LOTE 6 CANTON CENTRAL ALDEA CANALITOS,22584390,ZUHILEM YESENIA ESTRADA ORTIZ,CARLOS HUMBERTO BARRIOS LÓPEZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-17-9132-45,01-106,CIUDAD CAPITAL,ZONA 17,CENTRO EDUCATIVO DE INFORMATICA SINAI,MANAZANA 33 LOTE 6 CANTON CENTRAL ALDEA CANALITOS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,MIRIAM MÉNDEZ VÁSQUEZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-17-9375-45,01-106,CIUDAD CAPITAL,ZONA 17,COLEGIO MIXTO 'LA CUMBRE DEL EXITO',"LOTE 2, MANZANA 3, COLONIA PINARES DE LLANO LARGO",22596748,CESAR ARNOLDO MARTINEZ GARCIA,ANA CECILIA GONZÁLEZ ACEITUNO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-17-9737-45,01-110,CIUDAD CAPITAL,ZONA 17,LICEO CRISTIANO ROCA DE AYUDA,1A. CALLE 1-40 SABANA ARRIBA,22798738-22612400,ZUHILEM YESENIA ESTRADA ORTIZ,EVA CAROLINA DE LEÓN COTTON,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0002-45,01-403,CIUDAD CAPITAL,ZONA 18,LICEO FRANCO GUATEMALTECO,"MANZANA 19, LOTE 627, COLONIA MAYA",30720249,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EVELIN SIOMARA FRANCO CHUR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0003-45,01-403,CIUDAD CAPITAL,ZONA 18,LICEO FRANCO GUATEMALTECO,"MANZANA 19, LOTE 627, COLONIA MAYA",22604562,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EVELIN SIOMARA FRANCO CHUR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0008-45,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO ARCOIRIS DE AMOR,"23 AVENIDA ""C"" 13-95, COLONIA EL LIMON",22600587,ZUHILEM YESENIA ESTRADA ORTIZ,JOSE MARGARITO GARRIDO MORALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0009-45,01-110,CIUDAD CAPITAL,ZONA 18,INEB,"25 AVENIDA 17-00, COLONIA SANTA ELENA III",22603616,ZUHILEM YESENIA ESTRADA ORTIZ,JULIO MAURICIO GAMBOA ALMANZA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0010-45,01-104,CIUDAD CAPITAL,ZONA 18,INEB EL CHATO,LOTE 20 CALLE REAL ALDEA CONCEPCIÓN EL CHATO,22554585,ISRAEL PORTILLO HERNANDEZ,HECTOR FRANCISCO HERNÁNDEZ CABRERA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0012-45,01-403,CIUDAD CAPITAL,ZONA 18,INSTITUTO MIXTO EXDUCERE,"12 CALLE 23-60, PARAISO II",41900191,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EMMA ETELVINA ORELLANA RAMIREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0017-45,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO SENDEROS,"14 CALLE ""B"" 21-02, ALAMEDA III",36877816,ROSA ALBA LOPEZ PIRIR,RANDY OLIARCA HERNANDEZ MORALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0025-45,01-110,CIUDAD CAPITAL,ZONA 18,"COLEGIO MIXTO PARROQUIAL ""VIRGEN DEL ROSARIO""","LOTE 434, MANZANA 12 COLONIA MAYA",22600086,ZUHILEM YESENIA ESTRADA ORTIZ,KARLA YEZZENIA CORTÉZ BOLAÑOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0029-45,01-110,CIUDAD CAPITAL,ZONA 18,INEB DE TELESECUNDARIA,COLONIA EL ROSARIO,22614963,ZUHILEM YESENIA ESTRADA ORTIZ,NORMA DINORA AVILA VALDEZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0030-45,01-110,CIUDAD CAPITAL,ZONA 18,INEB DE TELESECUNDARIA LA PASCUA,COLONIA LA PASCUA,44666589,ZUHILEM YESENIA ESTRADA ORTIZ,LUIS ALBERTO ORELLANA ANDURAY,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0033-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO LLANO LARGO,"RUTA AL ATLANTICO, RESIDENCIALES JARDINES DEL ROSARIO KILOMETRO 16.5 MANZANA B, LOTES 8 Y 9,",22555512,CESAR ARNOLDO MARTINEZ GARCIA,ROXANA ELIZABETH CHANG MÉNDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0035-45,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO CRISTIANO KYRIOS 2,"61 AVENIDA ""E"" 5-09 RESIDENCIALES PINARES DEL NORTE",50183135,ROSA ALBA LOPEZ PIRIR,EVELIN SIOMARA ARGUETA PALACIOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0041-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO VILLA REAL ATLANTICO 1,LOTE 5 A SECTOR 4 KM. 14.5 RUTA AL ATLANTICO RESIDENCIALES SOLUNA,59005304,CESAR ARNOLDO MARTINEZ GARCIA,DÉBORA CECILIA ALDANA FAJARDO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0043-45,01-110,CIUDAD CAPITAL,ZONA 18,INEB JUAN PABLO II,20 AVENIDA Y 12 CALLE COLONIA EL LIMON,58904872,ZUHILEM YESENIA ESTRADA ORTIZ,LUIS ARMANDO CUTÉ CARRANZA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0061-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRETERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,SANDRA YOJANA ESTRADA GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0068-45,01-110,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,,ZUHILEM YESENIA ESTRADA ORTIZ,CARLOS GUILLERMO LÓPEZ RODRIGUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0076-45,01-106,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,RONAL ALEXANDER BARRIOS PAZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0086-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO PAN Y VIDA,9A. CALLE 31-70 PARAISO II,58263623,ISRAEL PORTILLO HERNANDEZ,SANDRA MARIBEL HERNÁNDEZ ENRÍQUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0092-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO SAN JOSÉ DE LOS PINARES,"7A. CALLE ""A"" 59-49, PINARES DEL NORTE",55148606,ISRAEL PORTILLO HERNANDEZ,YESENIA MARLENY FLORES CABRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0096-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO SAN RAFAEL ARCÁNGEL,"10A. CALLE 2-19, COLONIA SAN RAFAEL I",55148606,ISRAEL PORTILLO HERNANDEZ,JOSEFA AMELIA LÓPEZ URRUTIA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0099-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO SAN RAFAEL ARCÁNGEL,"10A. CALLE 2-19, COLONIA SAN RAFAEL I",55148606,ISRAEL PORTILLO HERNANDEZ,JOSEFA AMELIA LÓPEZ URRUTIA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0103-45,01-104,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO MI CASITA,"63 AVENIDA 05-45 , PINARES DEL NORTE",22574782,ISRAEL PORTILLO HERNANDEZ,WILFRIDO GAMALIEL CASTAÑEDA ORDÓNEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0119-45,01-618,CIUDAD CAPITAL,ZONA 18,"CENTRO DE EDUC. EXTRAESCOLAR CEEX-GRUPO CEIBA, EL LIMÓN","23 AVENIDA ""G"" 15-41, COLONIA EL LIMON",22381970,ROSA GEORGINA RIOS CASTILLO,MARIANO DE JESÚS SIRÍN SIRÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0126-45,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO BUENA VISTA,"35 AVENIDA ""A"" 23-31, RESIDENCIALES SAN RAFAEL BUENA VISTA",22424713,ROSA ALBA LOPEZ PIRIR,SILVIA PATRICIA RAMOS ESTRADA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0130-45,01-106,CIUDAD CAPITAL,ZONA 18,LICEO INTEGRAL APLICADO,"KILOMETRO 16.5 RUTA AL ATLANTICO, LOTE22, MANZ. ""E"" RES.JAR. DEL ROSARIO",22555090,CESAR ARNOLDO MARTINEZ GARCIA,MILCA MARISELA PÉREZ OROZCO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0133-45,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO PARROQUIAL SANGRE DE CRISTO,"10 AVE. 14-48, COLONIA LA ATLANTIDA",22582831,ZUHILEM YESENIA ESTRADA ORTIZ,SANDRA PATRICIA JUÁREZ ARREAZA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0134-45,01-110,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACIÓN C.S.S.,"13 AV. 13-46, COLONIA LAVARREDA",22561189,ZUHILEM YESENIA ESTRADA ORTIZ,ANNABELLA EMPERATRIZ JIMÉNEZ CASTELLANOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0145-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO CRISTIANO FUENTE DEL ÈXITO,"5A. CALLE E 60-48, RESIDENCIALES PINARES DEL NORTE",22422271,CESAR ARNOLDO MARTINEZ GARCIA,DORCAS EUNICE MORALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0150-45,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO BELLO AMANECER,LOTE 34 A SECCION E COLONIA LAS ILUSIONES,42169124,ZUHILEM YESENIA ESTRADA ORTIZ,ADA MARLENY GUERRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0153-45,01-110,CIUDAD CAPITAL,ZONA 18,LICEO CUMORAH PINOS,"31 CALLE B 28-97, ALDEA LAS TAPIAS",22603791,ZUHILEM YESENIA ESTRADA ORTIZ,MARÍA ANTONIA CAP GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0159-45,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EL CASTILLO,"9A. AVENIDA ""A"" 9-20, COLONIA ATLANTIDA",22550149,ZUHILEM YESENIA ESTRADA ORTIZ,MIRIAM LISSETTE PINEDA CHINCHILLA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0164-45,01-104,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO MARISCAL JOSÉ VÍCTOR ZAVALA,"1ERA, CALLE 28-84 RESIDENCIALES ATLANTICO",56950827,ISRAEL PORTILLO HERNANDEZ,ESTELA MARIBEL NIJ REYES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0166-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO JUVENTUD EN ACCIÓN,"32 CALLE 64-15, LOTE 11 VUELTA GRANDE, LO DE RODRIGUEZ",5706006,CESAR ARNOLDO MARTINEZ GARCIA,PAOLA DEL CARMEN DE LEÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0168-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO CIENCIA,"DIAGONAL 25, 45-55 COLONIA LA ESTANCIA",36416184,ISRAEL PORTILLO HERNANDEZ,LESLY PAOLA GUERRA FLORIAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0181-45,01-316,CIUDAD CAPITAL,ZONA 18,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0185-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO EL FARO,60 AVENIDA 00-75 KM. 15.5 CARRETERA AL ATLÁNTICO,22555418,CESAR ARNOLDO MARTINEZ GARCIA,YOSELYN BETSAYDA SÁNCHEZ LEMUS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0190-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO CIENCIA,DIAGONAL 25 45-55 COLONIA LA ESTANCIA,22602276,ISRAEL PORTILLO HERNANDEZ,ANA REBECA DAVILA PEÑATE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0194-45,01-106,CIUDAD CAPITAL,ZONA 18,"COLEGIO MIXTO ""JUVENTUD ACTIVA""","KILOMETRO 15, RUTA AL ATLÁNTICO, COLONIA SAN PASCUAL II, LOTE 6 Y 12",22554550,CESAR ARNOLDO MARTINEZ GARCIA,WENCESLAO TOBAR SALGUERO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0197-45,01-104,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION BASICA POR MADUREZ LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,30066439,ISRAEL PORTILLO HERNANDEZ,ANA ISABEL CUC RAMOS DE PEREZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-18-0200-45,01-104,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO CIENCIA NO. 2,"LOTE 8 ""A"" SECCION I, COLONIA ILUSIONES",51326447,ISRAEL PORTILLO HERNANDEZ,DINA LISSETTE CHAMALÉ MARCOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0202-45,01-110,CIUDAD CAPITAL,ZONA 18,"LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",LOTE 25 Y 40 DE LA SECCIÓN ¿G¿ COLONIA LAS ILUSIONES,225537,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA LUISA CHACON ALDANA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0205-45,01-104,CIUDAD CAPITAL,ZONA 18,"LICEO EN COMPUTACIÓN ""SHOFAR""","12 CALLE ""D"" 17-43, COLONIA ALAMEDA IV",55526057,ISRAEL PORTILLO HERNANDEZ,EVELYN JEANNETH ARAGÓN REYES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0208-45,01-111,CIUDAD CAPITAL,ZONA 18,"COLEGIO MIXTO ""SAN JUAN PABLO""",21 CALLE 36-40 COLONIA SAN JORGE,22428520,ROSA ALBA LOPEZ PIRIR,IRIS MAGNOLIA GARCÍA SAMAYOA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0210-45,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO BELLO AMANECER 2,"LOTE 101 Y 102 SECCIÓN ""C"" COLONIA LAS ILUSIONES",42169124,ZUHILEM YESENIA ESTRADA ORTIZ,ADA MARLENY GUERRA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0224-45,01-403,CIUDAD CAPITAL,ZONA 18,COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN C.F.P.C.,"MANZANA 5, LOTE 579, COLONIA MAYA",22603936,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,FRANCISCO ROLANDO CORZANTES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0225-45,01-403,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACIÓN C.S.S.,13 AVENIDA 6-46,22561189,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,ANNABELLA EMPERATRIZ JIMÉNEZ CASTELLANOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0230-45,01-403,CIUDAD CAPITAL,ZONA 18,LICEO FRANCO GUATEMALTECO,MANZANA 19 LOTE 627 COLONIA MAYA,45872960,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,EVELIN SIOMARA FRANCO CHUR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA NORTE
00-18-0233-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,"35 AVENIDA 00-39, CARRETERA AL ATLANTICO",25053504,CESAR ARNOLDO MARTINEZ GARCIA,SANDRA YOJANA ESTRADA GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0237-45,01-110,CIUDAD CAPITAL,ZONA 18,LICEO PSICOPEDAGOGICO DEL NORTE,24 AVENIDA 10-8 SANTA GENOVEVA III,22555791,ZUHILEM YESENIA ESTRADA ORTIZ,HÈCTOR RAÚL MOSCOSO ORELLANA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0239-45,01-403,CIUDAD CAPITAL,ZONA 18,LICEO DE CIENCIAS Y TÉCNICAS DE COMPUTACIÓN,KM. 5.5 RUTA AL ATLANTIDA,22584488,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,WALTER GUILLERMO MURALLES LOPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0242-45,01-106,CIUDAD CAPITAL,ZONA 18,LICEO TENOLÓGICO HOMBRE DE NAZARETH,LOTE 60 MANZANA 4 COLONIA EL ROSARIO,52087152,CESAR ARNOLDO MARTINEZ GARCIA,SULMAN ESPERANZA JIMENEZ CASTAÑAZA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0244-45,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR MADUREZ,"27 CALLE Y 34 AVENIDA, COLONIA KENNEDY",30241092,ROSA ALBA LOPEZ PIRIR,JORGE ESTUARDO MONROY FERNÁNDEZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0248-45,01-106,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO REAL INTEGRAL,8A. CALLE 60-65 COLONIA PINARES DEL NORTE,56945600,CESAR ARNOLDO MARTINEZ GARCIA,MIRNA PRISCILA JUÁREZ RODAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA NORTE
00-18-0254-45,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,"35 AVENIDA 00-39, CARRETERA AL ATLÁNTICO",25053535,CESAR ARNOLDO MARTINEZ GARCIA,SANDRA YOJANA ESTRADA GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0255-45,01-106,CIUDAD CAPITAL,ZONA 18,"COLEGIO MIXTO ""JUVENTUD ACTIVA""","KILOMETRO 15 RUTA AL ATLÁNTICO, COLONIA SAN PASCUAL II, LOTE 6 Y 12",22554550,CESAR ARNOLDO MARTINEZ GARCIA,WENCESLAO TOBAR SALGUERO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-18-0265-45,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO OFICIAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ NUEVA ESPERANZA,KILOMETRO 5.5 FINAL COLONIA ATLÁNTIDA,23702700,ROSA ALBA LOPEZ PIRIR,MARGARITA DEL ROSARIO JUÁREZ MARTÍNEZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1055-45,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,"LOTE 1, MANZANA 9 ""A"" COLONIA MAYA",22600274,ROSA ALBA LOPEZ PIRIR,JOSÉ AROLDO CHAY AGUILAR,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1056-45,01-111,CIUDAD CAPITAL,ZONA 18,INEB,COLONIA MAYA,22600273,ROSA ALBA LOPEZ PIRIR,JAIME ABEL MARROQUIN MUÑOZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1057-45,01-104,CIUDAD CAPITAL,ZONA 18,INEB SAN RAFAEL LA LAGUNA,9A CALLE 26-60 COLONIA EL PARAISO II,22427893,ISRAEL PORTILLO HERNANDEZ,ESTHER MARTÍNEZ CASTILLO,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1058-45,01-111,CIUDAD CAPITAL,ZONA 18,IEEB FE Y ALEGRIA NO.5,"KM. 7.5 CARRETERA A SAN PEDRO AYAMPUC, COLONIA EL LIMON",22602418,ROSA ALBA LOPEZ PIRIR,CANDIDA LORENA COY CAMARGO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1064-45,01-104,CIUDAD CAPITAL,ZONA 18,'CENTRO EDUCACIONAL MAYAB',12 CALLE 23-6O COLONIA EL PARAISO II,22570171,ISRAEL PORTILLO HERNANDEZ,ENNIO OSVALDO PÉREZ PÉREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1065-45,01-110,CIUDAD CAPITAL,ZONA 18,IPMB EVANGELICO MARANATHA,4A AVE. 8-31 COLONIA ATLANTIDA,22596797,ZUHILEM YESENIA ESTRADA ORTIZ,DINA MARISEL FIGUEROA ALONZO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-1068-45,01-110,CIUDAD CAPITAL,ZONA 18,IPMB JOSEFINA ANTILLON MILLA,LOTE 11 MANZANA 5 COLONIA JUANA DE ARCO,41409949,ZUHILEM YESENIA ESTRADA ORTIZ,JAIME LYONEL ERICASTILLA FERNÁNDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
